sentiment_word-情感关键词,sentiment_anls-情感正负面
不错;好评;,1;1;
好;很脏;干;,1;-1;-1;
很好;很快;满意;,1;1;1;
,
对得起;,1;
差;很差;,-1;-1;
,
快;满意;好评;,1;1;1;
贵;次;无语;垃圾;无语;垃圾;太差;忽悠;次;不行;很好;不多;细心;不理;不是很醇;好评;怪怪的;,-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;0;1;-1;1;1;-1;
不错;,1;
不地道;差评;被骗;,-1;-1;-1;
太薄;很薄;不好;,0;-1;-1;
没诚信;,-1;
,
不错;很好;挺好;,1;1;1;
浪费;垃圾;,-1;-1;
不合适;挺好;贵;,-1;1;-1;
挺快;守时;满意;,1;1;1;
忽悠;不舒服;不值;,-1;-1;-1;
假货;不错;很快;简单;清爽;,-1;1;1;1;1;
值得;信赖;很快;,1;1;1;
包邮;不行;差;,1;-1;-1;
暗沉;,-1;
,
很快;,1;
,
超慢;,-1;
快;不均衡;,1;-1;
很差;,-1;
正品;普通;正常;,1;0;1;
,
不错;小了点;,1;-1;
慢;,-1;
时尚;很快;赞;不喜欢;开心;耐心;满意;静音;新颖;,1;1;1;-1;1;1;1;1;1;
好;,1;
不错;,1;
很赞;不好;简洁;有力;不高;,1;-1;1;1;0;
坑;不稳;不一般长;,-1;-1;-1;
不厚道;便宜;失望;,-1;1;-1;
贴心;点赞;满意;,1;1;1;
高档;适合;不错;很好;很好;,1;1;1;1;1;
纳闷;郁闷;有问题;闪亮;,-1;-1;-1;1;
,
粗糙;贵;,-1;-1;
快;安心;太差;狗屁;,1;1;-1;-1;
很差;,-1;
不满意;不错;很好;没有很多;,-1;1;1;-1;
垃圾;,-1;
很好;不错;,1;1;
方便;,1;
,
无力;容易;一般;,-1;1;0;
不错;可以;很好;挺快;,1;1;1;1;
不准确;重;,-1;-1;
,
可以;,1;
可以;,1;
一般般;明显;,0;0;
快;漂亮;值得;信赖;轻薄;很快;满意;,1;1;1;1;0;1;1;
慢;好;不方便;,-1;1;-1;
,
很好;喜欢;,1;1;
也好;愉快;实用;合适;可以;给力;喜欢;刚好;好评;很好;,1;1;1;1;1;1;1;1;1;1;
旧版;很好;好;很快;,-1;1;1;1;
漂亮;好;,1;1;
,
方便快捷;好用;,1;1;
,
很好;满意;,1;1;
漂亮;很好;慢;坏;无语;厚;着实;很好;不影响;好;舒服;好;很好;,1;1;-1;-1;-1;0;1;1;0;1;1;1;1;
稳定;好;,1;1;
好;,1;
刺痛;,-1;
,
信任;很重;,1;-1;
不满意;,-1;
喜欢;,1;
赞;喜欢;,1;1;
不好;慢;垃圾;很坏;,-1;-1;-1;-1;
适合;喜欢;正好;,1;1;1;
不太好;,-1;
,
,
,
清晰;挺好;很多;喜欢;挺齐;满意;,1;1;1;1;1;1;
不怎样;,-1;
一般;,0;
卡;不值;耐用;贵;普通;快;卡;普通;普通;,-1;-1;1;-1;0;1;-1;0;0;
不错;轻薄;不错;,1;0;1;
不适;将就;还行;不好;,-1;-1;1;-1;
卡顿;,-1;
劣质;后悔;厚重;难受;,-1;-1;1;-1;
不太好;差;很多;,-1;-1;1;
太少;,-1;
正品;不错;很好;喜欢;,1;1;1;1;
无奈;渣渣;贵;,-1;-1;-1;
还行;,1;
新;高;流畅;清透;卡;简洁;旧;,1;1;1;1;-1;1;-1;
好;,1;
,
推荐;不错;值得;,1;1;1;
干;差评;,-1;-1;
,
漂亮;不错;,1;1;
快;美观;豪华;快;便宜;,1;1;1;1;1;
满意;,1;
型;,1;
节能;,1;
烂;坑人;,-1;-1;
合适;正品;,1;1;
正确;喜欢;,1;1;
不错;很好;周到;,1;1;1;
能用;有问题;挺好;赞;真好;还可以;行;好用;,1;-1;1;1;1;1;1;1;
不好用;,-1;
不错;快;,1;1;
差;好;,-1;1;
差评;新;差劲;太高;理智;没有差评;,-1;1;-1;-1;1;1;
轻;不怎么样;,1;-1;
还可以;完美;,1;1;
满意;,1;
挺好;,1;
普通;对得起;功能齐全;清晰;不踏实;,0;1;1;1;-1;
不错;挺好;满意;,1;1;1;
没有好;垃圾;差评;,-1;-1;-1;
油油的;很干;不适;,-1;-1;-1;
,
很高;好;,1;1;
值得;方便;不错;很大;便宜;,1;1;1;1;1;
不是方便;,-1;
不错;蛮快;,1;1;
,
给力;,1;
很好;快;过期;,1;1;-1;
负责;不错;可以;,1;1;1;
没有好;,-1;
好;不喜欢;,1;-1;
薄;还好;,0;1;
安静;值得;好东西;高;干净;,1;1;1;1;1;
不错;好;,1;1;
,
,
不错;舒服;,1;1;
很好;贵;,1;-1;
能用;可以;,1;1;
不值;偏贵;,-1;-1;
没有粗暴;无语;漏出;,1;-1;-1;
挺高;流畅;挺好;好用;,1;1;1;1;
不错;很好;,1;1;
有毒;,-1;
黑心;,-1;
不错;喜欢;还行;,1;1;1;
不错;,1;
不好;,-1;
好;实惠;,1;1;
不错;喜欢;,1;1;
协调;不好;差评;不方便;不行;,1;-1;-1;-1;-1;
挺好;,1;
,
便宜;挺好;,1;1;
很棒;很快;,1;1;
没有好;贵;,-1;-1;
给力;弱;没好;不错;还可以;还可以;暗;没有卡顿;,1;-1;-1;1;1;1;-1;1;
假货;刺鼻;,-1;-1;
,
被骗;可以;卡;还行;,-1;1;-1;1;
发白;,-1;
,
,
礼貌;没夸张;满意;很大;,1;1;1;1;
气愤;挺好;喜欢;差评;极差;不理;,-1;1;1;-1;-1;-1;
,
高端;喜欢;普通;,1;1;0;
坏;,-1;
更美;没有失望;很好;绰绰有余;,1;1;1;1;
正品;偏黄;不错;,1;-1;1;
不舒服;,-1;
不是滋润;过头;持久;不错;很多;偏干;很滑;很好;,-1;-1;1;1;1;-1;1;1;
挺好;,1;
还可以;,1;
,
,
,
清晰;好;超薄;不错;喜欢;,1;1;1;1;1;
不好;厚;,-1;0;
不好;慢;还行;,-1;-1;1;
还可以;,1;
挺大;可以;可以;,1;1;1;
难得;好;,0;1;
一般;好;,0;1;
很好;,1;
不错;挺好;还可以;,1;1;1;
不错;喜欢;,1;1;
打不通;卓越;重;伤心;安慰;打水漂;,-1;1;-1;-1;1;-1;
慢;差;慢;,-1;-1;-1;
很快;不错;,1;1;
不好用;精美;,-1;1;
可以;喜欢;,1;1;
很差;,-1;
不错;满意;很好;,1;1;1;
挺好;清爽;快;,1;1;1;
,
无良;,-1;
不错;硬;粗糙;,1;-1;-1;
正品;不错;快;,1;1;1;
,
不常用;,-1;
垃圾;无语;,-1;-1;
不贵;,1;
省心;没很快;省力;很快;,1;-1;1;1;
不错;好用;,1;1;
厚;丑;,0;-1;
差;,-1;
不错;给力;满意;正品;,1;1;1;1;
,
,
愉快;很好;大爱;超静;挺干;,1;1;1;1;-1;
坑;推脱;很小;卡;很小;,-1;-1;1;-1;1;
节省时间;好;,1;1;
不行;,-1;
点赞;信得过;挺好;,1;1;1;
有损坏;,-1;
不满意;,-1;
小清新;变态;差评;,1;-1;-1;
紧绷;不是满意;干;,-1;-1;-1;
,
不错;不错;,1;1;
不好;破;,-1;-1;
好用;很快;,1;1;
蛮好;挺快;划算;不错;,1;1;1;1;
还可以;,1;
长;清晰;挺好;,1;1;1;
挺好;,1;
没有好;一般般;,-1;0;
满意;很好;,1;1;
快;还可以;,1;1;
短;挺好;,-1;1;
重;香;好用;,-1;1;1;
不错;正常;挺好;,1;1;1;
不对;很好;失望;方便;,-1;1;-1;1;
不错;,1;
不喜欢;,-1;
变色;,-1;
不错;快;很多;,1;1;1;
垃圾;,-1;
挺好;可以;,1;1;
不错;,1;
正品;,1;
假;太差;,-1;-1;
不好;发错;差评;负责;,-1;-1;-1;1;
喜欢;,1;
,
单薄;卡;,-1;-1;
,
不够敏感;一般;,-1;0;
不错;很好;,1;1;
,
高;,1;
蛮好;,1;
太重;,-1;
不适;,-1;
好;,1;
不错;没不满意;高清;,1;1;1;
有问题;不错;,-1;1;
完好;硬;喜欢;硬;适合;,1;-1;1;-1;1;
还行;还可以;,1;1;
不是满意;贵;一般;,-1;-1;0;
快;好;满意;好评;,1;1;1;1;
好大;好大;,-1;-1;
深;,-1;
很好;可以;,1;1;
很好;满意;,1;1;
不错;,1;
一般;,0;
便宜;,1;
不错;,1;
认真;太少;还可以;不明显;,1;-1;1;0;
大气;清晰;挺好;,1;1;1;
郁闷;,-1;
给力;很干;实用;及时;推荐购买;,1;-1;1;1;1;
不错;慢;,1;-1;
不容易;太软;,1;-1;
模糊;真品;严重;,-1;1;-1;
不快;不正版;,-1;-1;
不错;挺好;,1;1;
漏;,-1;
很好;没有惊喜;失灵;没有失望;一般般;过得去;不够及时;还行;响;很多;,1;-1;-1;1;0;0;-1;1;-1;1;
太重;长;过敏;很多;,-1;1;-1;1;
五星;,1;
能用;挺好;没什么瑕疵;久;,1;1;1;0;
,
很差;夸张;慢;一致;漏洞;,-1;-1;-1;1;-1;
,
薄;好;超值;细腻;坏;迅速;,0;1;1;1;-1;1;
惊喜;挺大;贴心;挺好;不错;还可以;不行;,1;1;1;1;1;1;-1;
,
一般般;,0;
,
慢;,-1;
,
心累;,-1;
不对劲;,-1;
不太爽;,-1;
漂亮;高;,1;1;
便宜;坏;还行;不心疼;不爱惜;,1;-1;1;1;-1;
耐用;好;变色;脏;,1;1;-1;-1;
合适;可以;,1;1;
不怎么碍事;小小的;,1;-1;
负责;郁闷;难用;,1;-1;-1;
,
将就;不符;,-1;-1;
不错;及时;还可以;,1;1;1;
不错;丰富;,1;1;
简便;快捷;不错;信赖;不错;值得;周到;,1;1;1;1;1;1;1;
快;好;,1;1;
不实用;可以;喜欢;,-1;1;1;
不错;不错;,1;1;
满意;将就;不太好;差;不值;,1;-1;-1;-1;-1;
,
值得;,1;
太短;可惜;,-1;-1;
垃圾;差评;恶心;,-1;-1;-1;
一般;,0;
,
差;不值;好;,-1;-1;1;
贵;,-1;
安静;可以;无声;,1;1;0;
不够不好用;,1;
很好;实惠;满意;,1;1;1;
不行;不喜欢;干;,-1;-1;-1;
一般般;,0;
,
无效;费时间;,-1;-1;
,
没得说;,1;
太差;慢;错;,-1;-1;-1;
,
不错;正品;,1;1;
喜欢;满意;,1;1;
好用;,1;
无效;,-1;
还可以;一般;便宜;不怎么样;很快;赞;,1;0;1;-1;1;1;
不错;喜欢;,1;1;
不少;,1;
便宜;还好;,1;1;
不错;很好;,1;1;
好;,1;
假货;过期;差评;,-1;-1;-1;
挺快;不错;方便;,1;1;1;
一般般;不错;,0;1;
奇妙;,1;
还行;不够大;好;,1;-1;1;
方便;满意;,1;1;
瑕疵;很臭;,-1;-1;
,
太差;,-1;
不滋润;滋润;,-1;1;
始终如一;,1;
慢;不错;挺好;太差;,-1;1;1;-1;
很好;干净;满意;好评;,1;1;1;1;
刚好;,1;
可怕;不对;卓越;发错;仔细;,-1;-1;1;-1;1;
健康;,1;
实惠;,1;
差;不准;,-1;-1;
不明显;,0;
还好;太软;,1;-1;
挺好;满意;漂亮;,1;1;1;
快;满意;满意;,1;1;1;
很好;完美;,1;1;
不怎么好;,-1;
,
,
发错;不发错;不满意;,-1;1;-1;
不错;合适;,1;1;
没法用;,-1;
足够;蛮大;,1;1;
,
拉肚子;,-1;
不好;,-1;
不错;挺好;好评;,1;1;1;
很大;很干;差;,1;-1;-1;
满意;好;,1;1;
垃圾;垃圾;,-1;-1;
,
还好;厚;满意;,1;0;1;
良好;无脏污;满意;清晰;,1;1;1;1;
不错;不错;,1;1;
假货;严重;,-1;-1;
垃圾;垃圾;,-1;-1;
完好;不错;很好;,1;1;1;
,
差不多;,0;
破;,-1;
物美价廉;够用;好;,1;1;1;
太差;垃圾;,-1;-1;
够大;还可以;,1;1;
不错;不错;挺好;很好;,1;1;1;1;
别后悔;垃圾;,1;-1;
,
一般般;差太大;,0;-1;
,
合适;不错;不错;,1;1;1;
满意;耐用;好;,1;1;1;
,
不合适;挺好;没人接;垃圾;,-1;1;-1;-1;
不错;舒服;,1;1;
不快;不怎么好;,-1;-1;
行;肉痛;偏小;没好;不奢侈;没有好;拆过;困难;旧;,1;-1;-1;-1;1;-1;-1;-1;-1;
失望;,-1;
危险;,-1;
正品;,1;
爱吃;,1;
太差;,-1;
,
,
马马虎虎;,0;
不错;,1;
,
后悔;很差;,-1;-1;
不错;可以信赖;通用;,1;1;1;
垃圾;,-1;
错;,-1;
不错;喜欢;很快;,1;1;1;
好用;,1;
不香;粗糙;很多;精细;差;,-1;-1;1;1;-1;
不管用;滑滑的;,-1;1;
不好;不敢垃圾;,-1;1;
不好;碎;,-1;-1;
静音;很大;,1;1;
坏;,-1;
刺痛;干;,-1;-1;
挺好;很好;,1;1;
窝心;挺好;舒服;满意;好;上档次;,-1;1;1;1;1;1;
坏;不怎么好;,-1;-1;
,
可以;,1;
不会失望;挺好;一级棒;,1;1;1;
牛;划不来;,1;-1;
不是凑合;,0;
,
挺好;太短;,1;-1;
负责;挺好;,1;1;
,
喜欢;不错;,1;1;
智能;好用;,1;1;
更好;挺好;,1;1;
不是免费;挺好;,-1;1;
信得过;不错;,1;1;
不适;不好;不好用;,-1;-1;-1;
不能好点;坏;坏;,-1;-1;-1;
漂亮;方便;,1;1;
一般;,0;
不舒服;不干净;好;,-1;-1;1;
还可以;,1;
,
慢;烦;差评;,-1;-1;-1;
不好用;看好;开封;,-1;1;-1;
轻;很差;破;,1;-1;-1;
,
实用;可以;干净;,1;1;1;
,
好;坏;,1;-1;
没有喜欢;还可以;,-1;1;
还可以;简单;不是精致;,1;1;-1;
物美价廉;给力;喜欢;,1;1;1;
小巧;,1;
负责;负责;不能坑;可以;,1;1;1;1;
不错;精美;喜欢;,1;1;1;
很差;,-1;
便宜;快;,1;1;
好看;不错;,1;1;
,
不符;深;,-1;-1;
给力;欠妥;还好;,1;-1;1;
很薄;,-1;
慢;,-1;
实惠;不错;,1;1;
不错;,1;
坏;,-1;
很好;,1;
不是合适;明显;凹进去;,-1;0;-1;
,
实惠;满意;,1;1;
不很快;喜欢;快;好;好用;,-1;1;1;1;1;
烂;差;频繁;无假;,-1;-1;-1;1;
好气;,-1;
,
精细;不错;给力;给力;,1;1;1;1;
不实用;不高;,-1;0;
,
慢;,-1;
不太好;,-1;
不满意;有杂音;,-1;-1;
还可以;,1;
坑;,-1;
正品;,1;
可以;还行;,1;1;
次;信任;信任;没有信任;很多;很多;,-1;1;1;-1;1;1;
满意;,1;
听不见;卡顿;快;耐心;挺好;美中不足;也好;不卡;,-1;-1;1;1;1;0;1;1;
麻烦;有帮助;赞;认真;挺好;真实;一般;,-1;1;1;1;1;1;0;
,
不符;,-1;
美丽;挺快;不错;很多;满意;凉;,1;1;1;1;1;0;
不好;不满意;很多;拆过;,-1;-1;1;-1;
方便;,1;
很快;不错;还可以;干净;,1;1;1;1;
ok;挺好;,1;1;
好;,1;
到位;不错;好评;,1;1;1;
值得;刚好;简单;高;不错;喜欢;,1;1;1;1;1;1;
吵;可以;满意;,-1;1;1;
实用;挺好;挺大;,1;1;1;
推荐;干涩;发痒;,1;-1;-1;
正品;好用;,1;1;
刺鼻;清新;值得;蛮好;好;不错;,-1;1;1;1;1;1;
不错;满足;满意;,1;1;1;
信赖;值得;实惠;,1;1;1;
不错;容易;不好;,1;1;-1;
好;流畅;很好;不足;容易;很多;清晰;,1;1;1;-1;1;1;1;
裂;碎;,-1;-1;
ok;很好;,1;1;
失望;,-1;
快;垃圾;,1;-1;
挺好;,1;
,
挺好;,1;
还可以;,1;
值得;平价;好用;好闻;,1;0;1;1;
好;,1;
很大;烫;卓越;不喜欢;便宜;柔顺;差不多;还可以;不是不好;喜欢;刺鼻;,1;-1;1;-1;1;1;0;1;1;1;-1;
老顾客;,1;
松动;好;,-1;1;
,
可以;,1;
实惠;还可以;,1;1;
不错;实惠;棒棒哒;满意;好用;,1;1;1;1;1;
没有可以;,-1;
滋润;不贵;很好;满意;,1;1;1;1;
差评;,-1;
不错;很好;很好;,1;1;1;
还好;,1;
给力;,1;
挺好;,1;
还好;不错;还行;,1;1;1;
满意;不错;好;对得起;,1;1;1;1;
很好;干;,1;-1;
一般;,0;
一般;,0;
很好;很快;满意;,1;1;1;
到位;不错;,1;1;
合适;很好;喜欢;环保;,1;1;1;1;
喜欢;,1;
顺手;不错;很大;,1;1;1;
,
不爽;垃圾;贵;,-1;-1;-1;
还可以;,1;
一般;,0;
不烂;,1;
漂亮;很大;,1;1;
够用;好;挺好;,1;1;1;
很多;不柔顺;,1;-1;
不好;,-1;
假;,-1;
流畅;好用;,1;1;
一般般;,0;
不好用;易干;好;垃圾;,-1;1;1;-1;
欺世盗名;干燥;过敏;有问题;受罪;,-1;-1;-1;-1;-1;
干净;喜欢;,1;1;
丰富;遗憾;,1;-1;
不给力;很好;很快;,-1;1;1;
不错;美观大方;强劲;,1;1;1;
不错;,1;
,
不错;好;,1;1;
浓烈;,1;
不错;快;好;,1;1;1;
假;,-1;
不容易;,1;
不好;,-1;
不错;,1;
还可以;,1;
不行;,-1;
不错;,1;
好;,1;
正品;好评;,1;1;
可恨;,-1;
没有好用;,-1;
简陋;,-1;
不太好;被用过;不满意;,-1;-1;-1;
不干净;失望;,-1;-1;
,
不爱吃;,-1;
很快;清晰;,1;1;
不行;不是不行;,-1;1;
,
可以;还好;好;,1;1;1;
没事;不错;清晰;满意;好评;,0;1;1;1;1;
不符;差评;,-1;-1;
挺好;可惜;,1;-1;
给力;不错;不错;快;很多;方便;,1;1;1;1;1;1;
快;,1;
适合;喜欢;满意;很好;很爽;,1;1;1;1;1;
物美价廉;值得;实惠;不错;,1;1;1;1;
不干净;,-1;
正品;快;还可以;,1;1;1;
不错;,1;
,
不好;很干;,-1;-1;
不对;太差;,-1;-1;
很多;麻烦;严重;,1;-1;-1;
不错;可以;,1;1;
不错;符合;结实;合适;好;给力;,1;1;1;1;1;1;
还可以;不是很好;,1;-1;
很好;上档次;满意;,1;1;1;
不经用;,-1;
新;开心;快;好;开心;,1;1;1;1;1;
不能假;假;拖拖拉拉;好评;,1;-1;-1;1;
,
不平;,-1;
不错;流畅;很好;,1;1;1;
可以;挺好;高;,1;1;1;
不错;很好;,1;1;
,
一模一样;很棒;满意;,1;1;1;
痒;好;失望;,-1;1;-1;
很小;可以;不怎么样;,1;1;-1;
挺快;,1;
不能薄;,0;
能用;,1;
慎重;,-1;
不厚道;很多;稀疏;明显;失望;,-1;1;-1;0;-1;
,
坏;,-1;
不错;,1;
不好用;,-1;
简单;还可以;赞;,1;1;1;
坏;失望;,-1;-1;
实惠;不错;很好;,1;1;1;
太差;,-1;
好;快;快;好;,1;1;1;1;
,
一般;浪费;不怎么好使;好点;太少;,0;-1;-1;1;-1;
喜欢;慢;,1;-1;
,
没反应;,-1;
着急;不推荐;差;看不清;,-1;-1;-1;-1;
还可以;,1;
不太好;不是喜欢;,-1;-1;
流畅;物有所值;不错;好评;正品;蛮高;不卡;,1;1;1;1;1;1;1;
不是很好;,-1;
卓越;不少;信任;卓越;很久;,1;1;1;1;-1;
很好;,1;
很好;,1;
安静;漂亮;不错;快;很多;高;没有很好;,1;1;1;1;1;1;-1;
差评;,-1;
好大;正好;好;,-1;1;1;
刺痛;打不开;不人性化;蛮干;,-1;-1;-1;-1;
不错;快;实惠;好;,1;1;1;1;
,
不错;快;,1;1;
不错;,1;
过期;不新鲜;,-1;-1;
垃圾;垃圾;,-1;-1;
简单;不错;高;喜欢;可靠;,1;1;1;1;1;
恶劣;信赖;值得;,-1;1;1;
不灵;,-1;
不满;很多;诚信;,-1;1;1;
,
负责任;辛苦;错;正常;,1;1;-1;1;
不错;最爱;,1;1;
不错;满意;,1;1;
坏;,-1;
易滑;,-1;
没假货;,1;
满意;,1;
不会失望;,1;
不合适;一般般;,-1;0;
卓越;贵;,1;-1;
久;干;,0;-1;
差不多;,0;
不错;,1;
不错;顽强;好;没有神奇;,1;1;1;-1;
满意;舒服;,1;1;
薄;不值;厉害;,0;-1;1;
挺好;喜欢;挺快;,1;1;1;
高;不行;,1;-1;
还可以;,1;
正品;不好用;保证;,1;-1;1;
值得;省电;节能;很小;满意;好;,1;1;1;1;1;1;
差;太假;,-1;-1;
值得;不错;仔细;赞;不错;热心;客气;,1;1;1;1;1;1;1;
不错;,1;
好;不错;,1;1;
不错;很快;,1;1;
一般;还行;,0;1;
正品;,1;
一般;,0;
痒;推荐;不爽;没良心;好评;保证;,-1;1;-1;-1;1;1;
太强;还可以;不强;,-1;1;-1;
垃圾;不值;没事;超慢;费;垃圾;表扬;不错;烂货;值得;垃圾;不方便;,-1;-1;0;-1;-1;-1;1;1;-1;1;-1;-1;
,
,
挺好;也好;裂;,1;1;-1;
好;,1;
,
给力;不错;很好;,1;1;1;
吵;,-1;
,
差;,-1;
坏;垃圾;,-1;-1;
慢;很好;,-1;1;
还好;,1;
过敏;,-1;
坏;,-1;
失望;,-1;
可以;,1;
,
不算好;没有香;,-1;-1;
实用;,1;
碎;,-1;
,
好大;,-1;
不错;,1;
,
,
物美价廉;很好;,1;1;
很高;喜欢;,1;1;
不好;,-1;
不怎么样;,-1;
可以;还好;,1;1;
不好用;,-1;
后悔;垃圾;,-1;-1;
超标;差;一塌糊涂;不准;垃圾;,-1;-1;-1;-1;-1;
经济;实惠;不错;很好;,1;1;1;1;
时尚;大气;快;直观;信赖;值得;满意;很小;,1;1;1;1;1;1;1;1;
很大;挺好;清晰;好用;,1;1;1;1;
不是难闻;难闻;水润;很干;还好;干净;容易;舒服;水润;干燥;淡淡的;不怎么好;,1;-1;1;-1;1;1;1;1;1;-1;1;-1;
滋润;方便;好用;,1;1;1;
好;高大上;满意;,1;1;1;
坑;很大;本来推荐;,-1;1;-1;
粘稠;太差;,-1;-1;
不错;放心;便宜;,1;1;1;
很好;最好;信赖;值得;,1;1;1;1;
还可以;,1;
不耐用;,-1;
,
可以;不油;,1;1;
不错;赞;,1;1;
不想麻烦;,1;
,
,
可以;漏;,1;-1;
不错;好评;,1;1;
挺好;满意;,1;1;
不值;不值;不好;,-1;-1;-1;
,
还好;,1;
不错;,1;
不错;不错;差评;积极;,1;1;-1;1;
好;不错;喜欢;,1;1;1;
还可以;适中;,1;0;
简陋;不太好;,-1;-1;
,
不行;,-1;
还可以;,1;
很好;推荐;慢;差;很好;很好;偏僻;喜欢;不错;差不多;不是很好;好;可以;,1;1;-1;-1;1;1;-1;1;1;0;-1;1;1;
不怎么好用;,-1;
还可以;,1;
一般;不是好用;,0;-1;
实惠;便宜;不浑浊;,1;1;1;
正经;,1;
可以;,1;
,
挺好;努力;,1;1;
,
不好;,-1;
不好;,-1;
不符;差;,-1;-1;
慢;没有好;,-1;-1;
满意;很慢;,1;-1;
慢;挺好;没有好;,-1;1;-1;
不太好;,-1;
不错;,1;
可以;不行;,1;-1;
不好;,-1;
方便;可以;,1;1;
不错;够大;,1;1;
,
高;好;赞;没高;,1;1;1;-1;
很好;,1;
不给力;一般般;,-1;0;
不错;,1;
不错;不灵;,1;-1;
喜欢;,1;
高清;高清;,1;1;
容易;,1;
一般;,0;
,
忽悠;,-1;
满意;,1;
还好;挺好;,1;1;
不错;,1;
挺好;,1;
痒;过敏;很多;疙瘩;痛;好;,-1;-1;1;-1;-1;1;
不错;喜欢;,1;1;
不错;,1;
不错;也好;,1;1;
快;满意;,1;1;
还行;厚;挺好;,1;0;1;
满意;,1;
开心;贵;,1;-1;
难看;,-1;
差;差;失望;,-1;-1;-1;
不行;裂开;,-1;-1;
,
实用;,1;
不错;,1;
不好;容易;,-1;1;
值得;好;信赖;,1;1;1;
正品;,1;
不好;不好用;,-1;-1;
不好;头晕;还行;难受;好;,-1;-1;1;-1;1;
慢;,-1;
不错;挺好;,1;1;
实惠;喜欢;满意;,1;1;1;
好看;还可以;心疼;很好;,1;1;-1;1;
便宜;一般;臭;别臭;,1;0;-1;1;
不值;一般;,-1;0;
快;一般般;,1;0;
好;满意;,1;1;
神奇;清香;丰富;淡雅;舒服;最好;,1;1;1;1;1;1;
不好;可以;,-1;1;
不错;,1;
不错;,1;
,
狗屁;太差;,-1;-1;
不错;挺好;好;挺快;,1;1;1;1;
好;,1;
流畅;不奢华;没有错;稳定;不错;高档;低调;,1;-1;1;1;1;1;0;
便宜;还好;很薄;,1;1;-1;
正品;卓越;,1;1;
实惠;快;不错;,1;1;1;
低端;后悔;不是好;贵;一般;,-1;-1;-1;-1;0;
斑点;破;,-1;-1;
还行;,1;
无语;,-1;
还行;,1;
还可以;,1;
很好;慢;还好;,1;-1;1;
不是很好;,-1;
差;冷淡;裂;,-1;-1;-1;
不错;很好;,1;1;
不错;,1;
,
,
还可以;挺好;,1;1;
遗憾;不足;挺沉;重;挺稳;,-1;-1;1;-1;1;
开心;,1;
高;,1;
没有好;毛糙;,-1;-1;
快;好;,1;1;
可以;不错;,1;1;
很好;不错;ok;,1;1;1;
,
不行;,-1;
不喜欢;干;,-1;-1;
,
,
二手;不是一般;,-1;0;
不好;不值;,-1;-1;
到位;满意;,1;1;
坑人;,-1;
棒;热心;推荐;流畅;安好;清晰;很快;很快;,1;1;1;1;1;1;1;1;
不错;还行;还可以;,1;1;1;
不错;不错;很久;,1;1;-1;
不便宜;一般;,-1;0;
可以;还可以;,1;1;
不值;正规;,-1;1;
过期;挺香;太软;香;可以;不错;,-1;1;-1;1;1;1;
无语;慢;差;,-1;-1;-1;
挺好;满意;,1;1;
将就;一般;平民;,-1;0;1;
不错;喜欢;棒棒的;,1;1;1;
过敏;烫;好;烫;烫;,-1;-1;1;-1;-1;
安静;大方;凉爽;,1;1;1;
,
,
差评;,-1;
方便;不错;精致;满意;,1;1;1;1;
,
不错;很好;超薄;不错;超快;清晰;挺好;可以;棒棒哒;好评;漂亮;,1;1;1;1;1;1;1;1;1;1;1;
经济;实惠;不错;很好;,1;1;1;1;
差;,-1;
不好;容易;,-1;1;
,
,
,
没有漂亮;很好;,-1;1;
好;快;好评;好;,1;1;1;1;
快;经久耐用;不错;,1;1;1;
很大;,1;
不喜欢;,-1;
喜欢;划算;不错;,1;1;1;
很多;方便;,1;1;
流畅;很好;赞;不错;很好;,1;1;1;1;1;
很干;不怎么好闻;糙;不柔顺;,-1;-1;-1;-1;
好评;,1;
推荐;好用;大爱;喜欢;,1;1;1;1;
不错;合适;清晰;,1;1;1;
喜欢;瑕疵;,1;-1;
痒;厉害;,-1;1;
头晕;可爱;太香;刺鼻;不行;欺骗;好;,-1;1;1;-1;-1;-1;1;
,
很多;,1;
正品;便宜;不正品;差不多;,1;1;-1;0;
好;,1;
长;可以;卡;,1;1;-1;
不够强;,-1;
便宜;,1;
喜欢;,1;
挺好;挺快;划算;包邮;不错;,1;1;1;1;1;
不是很快;,-1;
,
不错;,1;
慢;还好;好评;,-1;1;1;
坑;粗糙;难闻;,-1;-1;-1;
不错;不好;喜欢;,1;-1;1;
刚好;不错;喜欢;,1;1;1;
可怜;差评;,-1;-1;
给力;够大;适合;好;,1;1;1;1;
,
一般般;,0;
不满意;不负责;,-1;-1;
还行;还可以;,1;1;
,
不错;,1;
烂;,-1;
不好;,-1;
差;,-1;
夸赞;很好;喜欢;,1;1;1;
挺好;,1;
不好;,-1;
便宜;,1;
不爽;有问题;挺好;,-1;-1;1;
,
受罪;灵巧;不舒服;,-1;1;-1;
普通;,0;
很慢;,-1;
好;喜欢;满意;,1;1;1;
,
漂亮;赞;不错;时尚;挺好;很快;,1;1;1;1;1;1;
正品;很少;,1;1;
假;,-1;
不错;可以;很好;,1;1;1;
慢;垃圾;,-1;-1;
不好用;很差;,-1;-1;
不错;很好;满意;,1;1;1;
有用;不错;疼;长;没可以;,1;1;-1;1;-1;
能用;适合;淡雅;,1;1;1;
不错;,1;
不错;还可以;,1;1;
,
值得;干净;推荐;值得;赞;信赖;很好;好;,1;1;1;1;1;1;1;1;
没有震撼;可以;高;,-1;1;1;
不满意;碎;,-1;-1;
,
差劲;,-1;
,
还行;,1;
